Employee_ID,Gender,Company_Type,WFH_Setup_Available,Hours_Worked_Per_Week,Overtime_Hours,Tasks_Completed,Stress_Level,Satisfaction_Score,Performance_Score,Absenteeism_Days,Burn_Rate,Burnout_Risk,Productivity_Level
E105270,Male,Service,Yes,40.9,16,89,8.9,7.1,81.9,11,0.26,Low,Medium
E105271,Male,Product,Yes,49.6,4,48,7.1,2.7,95.7,0,0.52,Medium,Low
E105272,Male,Service,Yes,54.4,5,58,4.5,2.9,83.3,9,0.32,Medium,Low
E105273,Female,Product,Yes,40.0,9,83,6.0,5.3,79.0,4,0.28,Low,Medium
E105274,Male,Service,Yes,41.3,8,67,3.7,6.9,99.5,2,0.11,Low,Medium
E105275,Male,Service,No,42.8,6,76,7.1,4.6,77.1,8,0.38,Medium,Medium
E105276,Male,Service,Yes,42.3,3,47,4.8,1.6,67.3,7,0.4,Medium,Low
E105277,Male,Product,No,54.7,6,90,2.1,7.1,85.2,3,0.06,Low,High
E105278,Female,Service,Yes,42.3,10,83,2.9,8.0,76.1,11,0.06,Low,High
E105279,Male,Product,Yes,43.1,5,15,6.5,9.5,98.6,7,0.03,Low,Low
E105280,Other,Product,Yes,53.1,15,49,7.3,4.7,94.9,4,0.39,Medium,Low
E105281,Male,Product,Yes,47.9,15,39,1.9,3.3,97.3,11,0.13,Low,Low
E105282,Male,Product,Yes,49.9,12,18,8.3,9.3,50.1,9,0.06,Low,Low
E105283,Female,Service,Yes,40.5,11,87,8.4,7.4,66.7,7,0.22,Low,Medium
E105284,Male,Service,Yes,42.3,1,81,7.5,1.6,81.4,11,0.63,High,Low
E105285,Female,Product,Yes,39.8,12,98,7.2,6.2,65.4,10,0.27,Low,Medium
E105286,Other,Product,No,49.0,0,24,3.1,1.3,82.8,1,0.27,Low,Low
E105287,Male,Product,No,51.1,9,34,9.3,3.0,85.7,7,0.65,High,Low
E105288,Male,Product,Yes,42.0,9,54,3.4,1.6,81.2,6,0.29,Low,Low
E105289,Female,Product,Yes,43.2,10,81,2.6,2.8,72.9,5,0.19,Low,Medium
E105290,Male,Service,Yes,43.4,8,89,6.7,5.4,84.8,7,0.31,Medium,Medium
E105291,Male,Product,Yes,37.3,3,29,4.3,3.7,89.0,6,0.27,Low,Low
E105292,Male,Product,No,41.6,16,42,9.4,1.8,84.8,4,0.77,High,Low
E105293,Male,Product,Yes,48.9,18,49,5.1,5.3,90.6,4,0.24,Low,Medium
E105294,Female,Service,Yes,40.6,9,21,2.5,7.4,97.4,10,0.06,Low,Medium
E105295,Male,Product,Yes,45.5,12,68,9.6,1.5,55.1,9,0.82,High,Low
E105296,Male,Product,No,38.5,1,56,5.6,8.9,95.3,6,0.06,Low,Medium
E105297,Female,Service,Yes,44.3,8,52,5.7,6.9,63.7,7,0.18,Low,Medium
E105298,Male,Product,Yes,42.2,6,97,4.5,5.7,78.2,11,0.19,Low,High
E105299,Male,Service,Yes,38.9,9,78,8.5,4.6,97.1,3,0.46,Medium,Low
E105300,Female,Product,Yes,49.0,11,71,3.6,4.5,81.0,2,0.2,Low,Medium
E105301,Male,Service,Yes,49.2,19,43,1.1,4.0,54.2,1,0.07,Low,Medium
E105302,Female,Service,No,40.2,10,80,5.5,2.0,75.0,5,0.44,Medium,Medium
E105303,Female,Service,Yes,43.9,3,97,9.3,1.7,94.7,6,0.77,High,Low
E105304,Male,Product,No,45.2,11,87,3.5,3.8,70.6,1,0.22,Low,Medium
E105305,Male,Service,Yes,35.9,11,20,3.4,7.0,92.4,11,0.1,Low,Low
E105306,Male,Product,Yes,38.0,7,95,7.6,3.6,89.7,1,0.49,Medium,Medium
E105307,Male,Product,No,51.4,19,16,8.0,8.3,95.3,2,0.14,Low,Low
E105308,Female,Product,Yes,39.7,13,53,4.9,4.4,63.2,3,0.27,Low,Low
E105309,Female,Service,No,51.3,6,20,8.5,6.7,74.8,4,0.28,Low,Low
E105310,Male,Product,No,38.3,2,28,2.5,4.9,66.8,3,0.13,Low,Low
E105311,Female,Product,Yes,48.3,18,32,4.3,5.5,76.7,3,0.19,Low,Low
E105312,Female,Service,No,43.4,13,84,4.6,3.3,51.0,2,0.31,Medium,Medium
E105313,Female,Service,No,44.1,18,90,3.8,5.6,62.1,6,0.17,Low,High
E105314,Male,Service,Yes,54.3,9,36,3.0,2.0,98.7,6,0.24,Low,Low
E105315,Male,Product,Yes,38.7,11,92,4.0,4.5,80.2,10,0.22,Low,Medium
E105316,Male,Service,Yes,48.0,17,27,1.2,5.0,58.7,3,0.06,Low,Medium
E105317,Female,Service,Yes,47.8,18,87,7.3,7.3,75.4,0,0.2,Low,Medium
E105318,Male,Product,Yes,61.8,17,24,7.2,4.6,84.9,1,0.39,Medium,Low
E105319,Female,Service,Yes,39.6,12,41,5.1,7.0,80.2,3,0.15,Low,Medium
E105320,Male,Product,Yes,41.9,16,28,3.9,2.6,75.1,3,0.29,Low,Low
E105321,Male,Product,Yes,49.1,5,23,4.9,1.2,83.7,7,0.43,Medium,Low
E105322,Male,Service,Yes,44.0,15,23,9.4,5.6,58.3,10,0.41,Medium,Low
E105323,Other,Product,Yes,42.7,17,71,6.4,5.3,71.9,1,0.3,Low,Medium
E105324,Male,Service,Yes,49.8,8,49,7.6,7.0,87.5,0,0.23,Low,Low
E105325,Female,Service,No,43.7,12,40,3.1,3.8,79.0,8,0.19,Low,Low
E105326,Male,Product,Yes,40.5,3,55,1.9,1.3,95.3,5,0.17,Low,Medium
E105327,Male,Service,Yes,48.6,12,81,1.7,7.5,72.2,10,0.04,Low,High
E105328,Male,Product,Yes,46.9,2,44,5.2,9.5,56.6,0,0.03,Low,Medium
E105329,Male,Service,Yes,43.4,3,43,7.5,4.5,52.4,5,0.41,Medium,Low
E105330,Male,Service,Yes,43.2,18,98,8.0,6.5,73.9,11,0.28,Low,Medium
E105331,Male,Product,No,40.4,0,82,7.5,5.9,71.9,8,0.31,Medium,Medium
E105332,Male,Service,Yes,48.6,0,28,9.2,6.1,62.8,8,0.36,Medium,Low
E105333,Male,Product,No,43.2,8,66,1.5,8.8,79.5,4,0.02,Low,High
E105334,Female,Service,Yes,41.2,2,53,8.7,7.6,62.5,0,0.21,Low,Low
E105335,Female,Product,Yes,38.6,2,35,6.9,7.9,60.8,4,0.14,Low,Low
E105336,Male,Service,No,47.0,17,85,2.6,1.8,81.1,9,0.21,Low,Medium
E105337,Female,Service,No,42.5,1,20,7.1,2.3,97.2,4,0.55,Medium,Low
E105338,Female,Service,Yes,34.9,10,69,5.6,7.0,60.1,1,0.17,Low,Medium
E105339,Male,Service,No,39.0,8,54,4.2,5.9,59.1,2,0.17,Low,Medium
E105340,Female,Product,Yes,43.8,1,84,3.2,8.0,76.0,3,0.06,Low,High
E105341,Female,Service,No,44.0,19,39,5.2,1.8,56.0,2,0.43,Medium,Low
E105342,Male,Service,Yes,43.8,3,18,3.2,6.1,64.7,2,0.12,Low,Low
E105343,Male,Service,No,43.1,8,96,1.7,5.4,99.5,2,0.08,Low,High
E105344,Female,Product,Yes,37.6,13,48,8.6,8.7,92.1,1,0.11,Low,Low
E105345,Male,Product,Yes,40.6,18,36,6.3,2.7,85.3,5,0.46,Medium,Low
E105346,Male,Service,Yes,50.9,15,70,4.3,4.1,51.3,8,0.25,Low,Medium
E105347,Male,Service,Yes,50.2,13,60,5.0,2.4,63.3,10,0.38,Medium,Low
E105348,Male,Service,Yes,47.9,14,70,8.8,5.1,78.5,10,0.43,Medium,Low
E105349,Female,Product,Yes,47.4,17,92,3.9,8.9,85.5,0,0.04,Low,High
E105350,Female,Service,Yes,49.5,14,89,4.4,7.0,83.4,10,0.13,Low,High
E105351,Other,Service,No,39.4,18,41,7.9,7.7,59.3,1,0.18,Low,Low
E105352,Male,Product,Yes,45.2,8,49,2.8,1.8,73.3,9,0.23,Low,Low
E105353,Male,Product,No,39.4,15,30,6.9,5.1,59.9,5,0.34,Medium,Low
E105354,Male,Service,Yes,39.5,16,34,4.9,8.5,96.2,0,0.07,Low,Medium
E105355,Male,Product,Yes,46.8,9,29,5.5,8.5,77.9,9,0.08,Low,Medium
E105356,Male,Service,Yes,49.7,4,92,8.1,9.9,69.5,6,0.01,Low,High
E105357,Female,Product,Yes,44.0,8,86,9.9,5.7,95.9,2,0.43,Medium,Medium
E105358,Female,Service,Yes,53.2,13,38,8.5,1.0,95.2,5,0.76,High,Low
E105359,Male,Service,Yes,46.1,9,76,2.4,9.1,75.2,2,0.02,Low,High
E105360,Female,Product,Yes,41.1,0,94,3.0,9.6,84.3,11,0.01,Low,High
E105361,Male,Service,Yes,39.6,19,58,4.7,9.3,65.9,5,0.03,Low,Medium
E105362,Male,Service,Yes,50.1,2,28,7.5,7.9,65.4,3,0.16,Low,Low
E105363,Female,Service,No,45.6,15,87,5.6,2.9,77.5,8,0.4,Medium,Medium
E105364,Male,Product,No,48.4,4,91,9.1,2.3,92.3,2,0.7,High,Low
E105365,Other,Service,No,31.7,12,65,1.4,7.3,79.9,10,0.04,Low,High
E105366,Female,Product,No,46.2,4,36,3.3,2.3,73.0,4,0.25,Low,Low
E105367,Male,Service,Yes,42.4,10,46,3.0,9.6,83.2,5,0.01,Low,Medium
E105368,Female,Service,Yes,38.0,16,94,7.7,5.0,90.6,9,0.38,Medium,Medium
E105369,Male,Service,No,44.7,2,39,5.2,1.3,89.4,0,0.45,Medium,Low
E105370,Male,Service,Yes,50.5,5,63,1.1,2.4,68.5,6,0.08,Low,Medium
E105371,Male,Product,No,56.3,15,37,8.0,3.6,96.8,8,0.51,Medium,Low
E105372,Male,Product,Yes,46.2,19,51,4.3,7.3,50.8,5,0.12,Low,Medium
E105373,Female,Service,Yes,41.5,1,17,3.3,7.6,72.5,9,0.08,Low,Low
E105374,Male,Service,Yes,41.2,4,74,2.6,2.9,95.4,3,0.18,Low,Medium
E105375,Female,Product,No,49.8,18,73,9.5,6.8,84.8,6,0.3,Low,Medium
E105376,Female,Product,No,40.0,19,37,9.5,1.3,85.2,11,0.83,High,Low
E105377,Male,Product,No,48.1,10,47,1.7,1.9,57.8,3,0.14,Low,Low
E105378,Female,Product,Yes,46.5,17,68,3.1,5.8,79.1,8,0.13,Low,Medium
E105379,Male,Service,Yes,45.9,2,53,6.8,7.3,98.3,7,0.18,Low,Medium
E105380,Male,Product,Yes,37.2,11,39,7.0,9.2,60.6,10,0.06,Low,Medium
E105381,Male,Service,No,43.2,12,77,4.8,4.9,66.4,0,0.24,Low,Medium
E105382,Male,Service,Yes,37.7,19,99,6.1,2.1,69.4,2,0.48,Medium,Medium
E105383,Male,Product,Yes,42.1,19,73,7.3,9.4,68.0,0,0.04,Low,Medium
E105384,Female,Product,Yes,49.6,8,45,9.6,4.9,81.4,10,0.49,Medium,Low
E105385,Male,Product,Yes,51.2,8,63,7.5,5.5,61.7,0,0.34,Medium,Low
E105386,Male,Service,Yes,46.1,6,74,2.0,8.7,75.3,6,0.03,Low,High
E105387,Female,Service,Yes,42.1,0,78,7.5,6.3,70.0,11,0.28,Low,Medium
E105388,Female,Service,Yes,52.9,0,52,1.6,3.7,82.2,6,0.1,Low,Medium
E105389,Female,Product,No,42.1,18,85,5.5,5.9,62.1,8,0.23,Low,Medium
E105390,Male,Service,Yes,39.3,2,91,5.7,6.6,77.7,0,0.19,Low,Medium
E105391,Female,Product,Yes,48.5,6,22,8.0,9.0,87.0,1,0.08,Low,Low
E105392,Female,Service,Yes,47.3,11,99,1.1,3.1,84.6,8,0.08,Low,High
E105393,Female,Product,No,42.3,15,27,8.9,6.0,91.7,11,0.36,Medium,Low
E105394,Female,Product,Yes,45.5,12,40,7.0,9.3,97.8,8,0.05,Low,Medium
E105395,Male,Service,Yes,47.2,17,24,1.3,1.4,92.7,9,0.11,Low,Low
E105396,Male,Service,Yes,46.0,16,70,2.4,2.8,96.9,1,0.17,Low,Medium
E105397,Male,Product,Yes,47.3,8,18,1.4,4.1,50.9,3,0.08,Low,Low
E105398,Male,Service,No,42.5,13,45,7.9,7.1,81.4,6,0.23,Low,Low
E105399,Female,Product,No,47.6,4,31,2.5,8.6,63.4,0,0.04,Low,Medium
E105400,Male,Product,Yes,45.1,10,22,1.4,2.8,90.4,1,0.1,Low,Low
E105401,Female,Service,Yes,42.6,19,66,2.2,3.2,91.0,11,0.15,Low,Medium
E105402,Female,Product,Yes,43.8,5,51,6.0,8.4,52.4,4,0.1,Low,Medium
E105403,Male,Service,Yes,44.5,5,34,5.5,2.3,79.8,9,0.42,Medium,Low
E105404,Male,Product,No,37.8,7,61,3.2,3.4,92.5,1,0.21,Low,Medium
E105405,Female,Service,Yes,41.8,0,88,9.5,7.6,79.4,5,0.23,Low,Medium
E105406,Female,Product,Yes,45.3,8,65,8.7,2.5,71.3,0,0.65,High,Low
E105407,Male,Service,No,38.2,9,72,3.8,8.5,53.8,5,0.06,Low,High
E105408,Male,Service,Yes,41.9,16,58,5.3,5.4,86.5,11,0.24,Low,Medium
E105409,Male,Service,Yes,56.9,2,25,5.7,5.0,53.7,4,0.29,Low,Low
E105410,Female,Product,Yes,39.4,12,26,7.8,2.2,79.9,8,0.61,High,Low
E105411,Male,Service,Yes,43.1,7,24,4.9,7.1,95.9,7,0.14,Low,Low
E105412,Female,Product,No,40.8,19,91,5.9,9.0,71.0,10,0.06,Low,High
E105413,Male,Service,Yes,44.4,13,68,4.7,7.2,88.5,7,0.13,Low,Medium
E105414,Male,Product,Yes,40.9,19,48,7.9,3.9,90.0,11,0.48,Medium,Low
E105415,Male,Product,Yes,43.8,7,44,6.0,7.3,50.5,9,0.16,Low,Medium
E105416,Male,Service,Yes,41.4,18,29,8.5,5.6,95.7,8,0.37,Medium,Low
E105417,Male,Service,No,50.3,12,22,1.5,8.7,59.4,4,0.02,Low,Medium
E105418,Male,Service,Yes,45.4,5,54,9.1,5.1,64.1,9,0.45,Medium,Low
E105419,Male,Service,No,40.0,3,36,8.4,3.1,93.5,9,0.58,Medium,Low
E105420,Male,Service,No,49.2,5,19,8.4,1.9,84.3,6,0.68,High,Low
E105421,Male,Product,No,40.2,19,34,2.3,3.5,68.6,2,0.15,Low,Low
E105422,Female,Service,No,37.2,1,63,3.4,6.1,54.4,5,0.13,Low,Medium
E105423,Male,Product,Yes,45.0,9,66,9.8,2.5,69.3,11,0.74,High,Low
E105424,Male,Product,No,54.5,10,80,9.6,1.4,98.3,7,0.83,High,Low
E105425,Female,Service,Yes,35.9,10,33,3.0,5.0,55.2,3,0.15,Low,Low
E105426,Other,Product,Yes,38.3,2,28,4.9,4.1,92.3,9,0.29,Low,Low
E105427,Male,Service,Yes,48.8,10,21,2.4,4.8,66.3,0,0.12,Low,Low
E105428,Female,Product,Yes,41.8,7,71,3.4,5.1,82.7,2,0.17,Low,Medium
E105429,Female,Service,Yes,48.1,16,94,2.7,7.9,81.6,10,0.06,Low,High
E105430,Female,Product,Yes,40.8,0,24,1.7,9.6,66.3,6,0.01,Low,Medium
E105431,Male,Product,Yes,45.7,15,36,6.2,3.4,52.7,9,0.41,Medium,Low
E105432,Female,Service,Yes,53.7,19,19,3.2,9.5,57.4,5,0.02,Low,Medium
E105433,Male,Product,Yes,39.0,6,90,9.9,3.1,78.3,0,0.68,High,Low
E105434,Female,Service,No,50.1,7,38,5.6,7.8,97.4,5,0.12,Low,Medium
E105435,Female,Service,Yes,48.4,12,29,4.2,7.1,96.3,5,0.12,Low,Medium
E105436,Male,Product,Yes,37.6,4,40,9.2,1.5,55.7,1,0.78,High,Low
E105437,Female,Service,Yes,47.8,17,69,6.6,7.5,93.8,5,0.16,Low,Medium
E105438,Male,Product,Yes,45.4,11,32,2.1,9.1,61.7,8,0.02,Low,Medium
E105439,Female,Service,Yes,45.5,15,57,5.5,9.4,95.5,7,0.03,Low,Medium
E105440,Male,Product,Yes,46.7,2,20,5.0,7.2,87.9,10,0.14,Low,Low
E105441,Male,Service,Yes,43.2,11,59,7.9,8.1,98.1,2,0.15,Low,Medium
E105442,Male,Service,Yes,45.4,18,39,7.2,1.6,72.1,2,0.6,Medium,Low
E105443,Female,Service,Yes,46.2,19,95,4.3,2.5,86.6,11,0.32,Medium,Medium
E105444,Male,Service,No,48.7,17,30,5.2,3.4,86.8,10,0.34,Medium,Low
E105445,Male,Service,Yes,37.4,7,69,5.7,5.8,74.8,4,0.24,Low,Medium
E105446,Male,Service,No,51.5,12,70,4.8,4.5,98.7,6,0.26,Low,Medium
E105447,Female,Service,No,39.2,7,43,2.0,6.9,62.2,0,0.06,Low,Medium
E105448,Male,Service,Yes,48.8,9,78,9.1,5.0,99.3,2,0.45,Medium,Low
E105449,Male,Service,No,45.4,13,15,7.1,8.0,90.6,5,0.14,Low,Low
E105450,Male,Service,No,38.6,14,59,5.2,7.4,80.8,1,0.14,Low,Medium
E105451,Male,Service,Yes,47.6,14,98,6.1,7.7,53.8,1,0.14,Low,High
E105452,Male,Product,Yes,40.3,5,40,2.9,8.5,63.0,4,0.04,Low,Medium
E105453,Male,Service,Yes,50.3,13,99,5.8,8.5,92.1,10,0.09,Low,High
E105454,Female,Service,Yes,41.4,5,64,7.7,8.0,86.4,4,0.15,Low,Medium
E105455,Male,Service,Yes,37.5,0,41,5.8,1.6,98.1,11,0.49,Medium,Low
E105456,Male,Product,No,52.7,9,49,5.3,6.6,69.8,2,0.18,Low,Medium
E105457,Male,Service,No,45.9,18,94,5.2,1.2,94.7,9,0.46,Medium,Medium
E105458,Female,Product,Yes,49.3,10,43,7.9,7.7,93.1,3,0.18,Low,Low
E105459,Female,Service,No,40.7,2,21,7.8,1.5,98.3,4,0.66,High,Low
E105460,Female,Service,No,35.5,5,76,7.8,9.8,63.6,9,0.02,Low,Medium
E105461,Male,Product,Yes,53.4,8,85,3.2,6.5,74.7,5,0.11,Low,High
E105462,Male,Service,Yes,45.0,8,48,6.6,2.6,54.0,4,0.49,Medium,Low
E105463,Male,Service,Yes,47.5,3,62,8.0,5.2,79.5,11,0.38,Medium,Low
E105464,Male,Product,No,48.3,2,19,6.1,8.4,86.6,8,0.1,Low,Low
E105465,Male,Product,No,43.3,19,22,8.0,2.6,61.9,5,0.59,Medium,Low
E105466,Female,Product,Yes,46.1,18,86,8.7,5.8,58.5,9,0.37,Medium,Medium
E105467,Female,Product,Yes,53.0,10,57,2.6,1.0,82.0,1,0.23,Low,Low
E105468,Female,Product,No,44.8,18,66,3.8,8.1,69.7,4,0.07,Low,Medium
E105469,Male,Product,No,49.7,16,88,6.4,2.8,71.3,10,0.46,Medium,Medium
E105470,Female,Service,Yes,35.0,7,15,3.6,4.5,73.6,9,0.2,Low,Low
E105471,Male,Product,Yes,50.6,5,52,9.5,5.8,75.6,8,0.4,Medium,Low
E105472,Male,Product,No,37.4,4,21,2.7,2.3,59.8,0,0.21,Low,Low
E105473,Female,Service,Yes,50.0,7,95,4.2,9.3,78.9,9,0.03,Low,High
E105474,Male,Service,Yes,47.0,7,70,9.9,5.2,53.5,0,0.48,Medium,Low
E105475,Male,Service,No,44.5,2,60,2.7,3.1,55.7,3,0.19,Low,Medium
E105476,Male,Product,Yes,44.5,18,38,5.0,7.6,85.6,6,0.12,Low,Medium
E105477,Female,Service,No,43.7,15,49,3.8,9.0,86.6,8,0.04,Low,Medium
E105478,Female,Product,Yes,40.9,9,87,8.3,9.2,63.3,1,0.07,Low,Medium
E105479,Male,Service,Yes,44.0,2,56,3.7,4.9,59.2,8,0.19,Low,Medium
E105480,Female,Product,Yes,56.0,8,81,2.5,4.2,52.7,3,0.14,Low,Medium
E105481,Male,Service,Yes,51.5,7,58,9.4,9.4,70.9,0,0.06,Low,Medium
E105482,Male,Product,Yes,40.6,7,18,3.9,1.5,75.5,6,0.33,Medium,Low
E105483,Female,Product,Yes,46.3,7,91,7.7,7.8,95.0,4,0.17,Low,Medium
E105484,Female,Product,Yes,45.5,19,38,3.6,2.6,50.1,0,0.27,Low,Low
E105485,Other,Product,No,44.3,6,85,2.6,5.2,70.3,0,0.12,Low,High
E105486,Male,Product,Yes,40.0,13,33,8.2,9.6,71.0,9,0.03,Low,Low
E105487,Female,Service,Yes,47.2,16,64,1.5,6.2,94.3,1,0.06,Low,Medium
E105488,Female,Service,Yes,49.2,11,32,4.0,5.7,59.8,6,0.17,Low,Low
E105489,Female,Product,Yes,40.8,4,42,8.0,1.6,53.3,6,0.67,High,Low
E105490,Male,Service,Yes,54.8,1,43,5.6,3.5,69.1,2,0.36,Medium,Low
E105491,Female,Service,Yes,52.6,14,87,7.2,1.0,80.6,1,0.65,High,Low
E105492,Female,Service,No,47.7,10,99,1.6,8.9,92.9,9,0.02,Low,High
E105493,Male,Service,Yes,38.8,14,59,7.7,6.8,63.5,10,0.25,Low,Medium
E105494,Male,Service,Yes,47.0,12,21,2.5,2.1,62.6,7,0.2,Low,Low
E105495,Male,Product,Yes,46.4,18,59,8.3,4.3,66.3,6,0.47,Medium,Low
E105496,Female,Service,Yes,47.6,11,40,6.1,8.3,55.9,10,0.1,Low,Medium
E105497,Female,Service,Yes,53.0,14,84,7.7,2.3,98.9,8,0.59,Medium,Low
E105498,Female,Service,No,44.1,11,63,2.9,3.1,77.0,8,0.2,Low,Medium
E105499,Female,Product,Yes,55.2,17,98,4.6,5.9,63.6,0,0.19,Low,High
E105500,Male,Product,Yes,47.0,3,32,8.2,2.3,68.1,1,0.63,High,Low
E105501,Male,Product,Yes,43.5,10,98,9.2,4.4,93.3,6,0.52,Medium,Medium
E105502,Male,Service,No,57.0,14,54,3.0,9.8,83.7,7,0.01,Low,High
E105503,Male,Product,Yes,49.1,4,32,8.1,5.9,77.7,5,0.33,Medium,Low
E105504,Male,Product,Yes,42.7,4,61,2.0,7.3,86.2,4,0.05,Low,High
E105505,Male,Product,Yes,45.4,19,15,4.8,7.0,87.8,5,0.14,Low,Low
E105506,Male,Product,No,48.2,9,47,9.4,2.9,59.7,1,0.67,High,Low
E105507,Male,Service,Yes,44.2,9,53,9.5,8.6,57.9,11,0.13,Low,Low
E105508,Male,Service,Yes,45.7,5,37,3.7,2.1,98.3,8,0.29,Low,Low
E105509,Male,Service,No,40.9,5,28,2.7,9.3,59.3,9,0.02,Low,Medium
E105510,Male,Service,Yes,36.6,5,99,2.3,2.9,73.2,3,0.16,Low,High
E105511,Female,Product,Yes,45.5,6,58,5.3,9.6,99.1,8,0.02,Low,Medium
E105512,Female,Product,Yes,45.7,17,51,1.8,8.2,70.9,10,0.03,Low,Medium
E105513,Female,Product,No,47.6,3,85,4.2,2.5,75.7,7,0.32,Medium,Medium
E105514,Male,Service,Yes,42.1,13,90,1.2,2.4,89.9,9,0.09,Low,Medium
E105515,Female,Service,Yes,38.3,10,51,3.3,1.8,67.0,3,0.27,Low,Low
E105516,Female,Service,No,40.2,6,42,9.1,3.2,71.6,4,0.62,High,Low
E105517,Female,Service,Yes,50.3,17,21,5.0,6.9,66.6,9,0.15,Low,Low
E105518,Male,Service,Yes,41.7,19,66,1.7,5.7,64.4,6,0.07,Low,Medium
E105519,Female,Product,No,42.8,1,31,6.8,6.5,73.6,4,0.24,Low,Low
E105520,Female,Service,Yes,43.4,1,76,9.6,1.3,87.3,11,0.84,High,Low
E105521,Female,Product,Yes,41.9,6,51,5.2,1.7,93.4,1,0.43,Medium,Low
E105522,Female,Service,Yes,41.5,10,28,6.6,7.2,73.5,7,0.18,Low,Low
E105523,Male,Product,Yes,40.6,17,65,9.3,8.6,66.1,9,0.13,Low,Medium
E105524,Male,Service,No,52.0,19,69,4.8,4.2,95.6,7,0.28,Low,Medium
E105525,Male,Service,Yes,48.4,6,71,7.0,2.5,66.8,7,0.52,Medium,Low
E105526,Female,Product,Yes,51.2,19,18,5.0,3.8,88.8,9,0.31,Medium,Low
E105527,Male,Product,No,52.2,4,63,9.7,4.7,87.4,7,0.51,Medium,Low
E105528,Male,Service,Yes,33.3,1,95,5.5,6.7,52.5,5,0.18,Low,High
E105529,Male,Service,Yes,46.7,13,49,9.0,4.7,58.9,9,0.48,Medium,Low
E105530,Male,Service,Yes,42.1,6,67,5.6,9.1,78.6,10,0.05,Low,Medium
E105531,Male,Product,Yes,50.6,9,46,7.0,4.6,93.4,1,0.38,Medium,Low
E105532,Female,Product,Yes,41.3,17,24,4.5,2.6,79.7,3,0.33,Medium,Low
E105533,Female,Service,Yes,39.7,7,76,9.3,3.2,87.1,11,0.63,High,Low
E105534,Male,Service,Yes,37.8,15,16,6.8,5.2,86.7,10,0.33,Medium,Low
E105535,Male,Product,Yes,43.5,13,77,1.2,8.0,74.7,1,0.02,Low,High
E105536,Male,Service,Yes,49.6,8,90,1.1,8.8,78.0,1,0.01,Low,High
E105537,Female,Product,Yes,46.3,5,30,7.1,2.7,53.6,8,0.52,Medium,Low
E105538,Male,Service,Yes,39.0,6,30,2.0,1.0,96.4,8,0.18,Low,Low
E105539,Male,Service,Yes,55.8,8,17,7.4,8.8,83.7,4,0.09,Low,Low
E105540,Male,Service,Yes,48.2,6,32,3.9,3.1,57.7,2,0.27,Low,Low
E105541,Female,Service,Yes,48.9,8,56,5.9,8.4,62.2,8,0.09,Low,Medium
E105542,Female,Service,Yes,51.4,6,46,2.6,6.0,50.2,11,0.1,Low,Medium
E105543,Female,Product,Yes,36.8,11,64,3.2,4.6,63.2,6,0.17,Low,Medium
E105544,Female,Product,Yes,40.4,16,63,4.9,2.3,65.8,3,0.38,Medium,Low
E105545,Male,Product,Yes,49.1,19,17,7.0,7.0,84.2,11,0.21,Low,Low
E105546,Male,Product,Yes,40.9,11,86,2.4,8.4,73.8,2,0.04,Low,High
E105547,Male,Service,No,43.6,4,19,3.5,5.1,92.1,7,0.17,Low,Low
E105548,Male,Service,No,44.6,17,71,2.9,5.0,54.3,5,0.14,Low,Medium
E105549,Male,Product,Yes,38.6,4,98,8.8,7.8,85.4,3,0.19,Low,Medium
E105550,Male,Service,Yes,43.2,4,58,6.8,5.5,93.7,8,0.31,Medium,Low
E105551,Male,Service,Yes,49.6,6,39,5.2,8.1,71.1,0,0.1,Low,Medium
E105552,Female,Service,No,48.6,2,84,9.5,1.5,64.4,4,0.81,High,Low
E105553,Female,Service,No,50.6,0,37,7.6,8.7,72.3,2,0.1,Low,Low
E105554,Female,Service,Yes,50.0,5,24,9.4,3.4,89.4,10,0.62,High,Low
E105555,Female,Product,No,47.0,6,24,6.4,2.5,96.0,1,0.48,Medium,Low
E105556,Male,Product,Yes,46.6,7,47,2.2,1.3,53.3,4,0.19,Low,Low
E105557,Female,Product,Yes,46.3,13,87,7.1,8.5,76.4,2,0.11,Low,Medium
E105558,Male,Product,No,41.9,14,32,2.8,1.5,82.0,6,0.24,Low,Low
E105559,Female,Product,Yes,39.9,6,81,4.1,9.6,50.9,0,0.02,Low,High
E105560,Male,Service,No,41.6,6,88,5.6,6.1,59.1,4,0.22,Low,Medium
E105561,Other,Service,Yes,43.4,0,41,2.4,7.3,53.1,6,0.06,Low,Medium
E105562,Male,Product,Yes,41.7,8,49,1.2,7.5,64.5,5,0.03,Low,Medium
E105563,Male,Service,Yes,47.1,6,76,3.9,3.6,60.3,10,0.25,Low,Medium
E105564,Female,Service,Yes,46.0,19,32,8.4,8.3,74.3,1,0.14,Low,Low
E105565,Male,Service,Yes,46.5,6,21,1.1,9.5,82.8,4,0.01,Low,Medium
E105566,Female,Service,Yes,46.8,17,85,2.0,4.3,92.1,2,0.11,Low,High
E105567,Female,Service,Yes,51.0,13,24,8.3,8.5,65.2,1,0.12,Low,Low
E105568,Female,Service,Yes,45.0,14,41,3.8,7.9,52.5,7,0.08,Low,Medium
E105569,Female,Service,No,50.0,17,82,9.4,6.3,50.2,10,0.35,Medium,Medium
E105570,Female,Product,Yes,47.6,9,90,4.4,4.3,92.2,1,0.25,Low,Medium
E105571,Male,Service,Yes,50.6,2,81,8.2,4.7,93.9,3,0.43,Medium,Medium
